TABLE:  "Element Forces - Beams"
Story,Beam,UniqueName,Output Case,Case Type,Station,P,V2,V3,T,M2,M3
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,0.8750,0,6.1753,0,0,0,0.1433
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,1.7500,0,3.8133,0,0,0,4.5133
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,2.6250,0,1.4513,0,0,0,6.8165
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,3.5000,0,-0.9107,0,0,0,7.0531
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,4.3750,0,-3.2726,0,0,0,5.2229
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,5.2500,0,-5.6346,0,0,0,1.3259
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,6.1250,0,-7.9966,0,0,0,-4.6377
Azotea,B3,103,1.1(CM+CVa+Sx),Combination,7.0000,0,-10.3586,0,0,0,-12.6681
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,0.0000,0,10.3586,0,0,0,-12.6681
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,0.8750,0,7.9966,0,0,0,-4.6377
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,1.7500,0,5.6346,0,0,0,1.3259
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,2.6250,0,3.2726,0,0,0,5.2229
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,3.5000,0,0.9107,0,0,0,7.0531
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,4.3750,0,-1.4513,0,0,0,6.8165
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,5.2500,0,-3.8133,0,0,0,4.5133
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,6.1250,0,-6.1753,0,0,0,0.1433
Azotea,B1,101,1.1(CM+CVa-Sx),Combination,7.0000,0,-8.5372,0,0,0,-6.2934
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,0.0000,0,11.0193,0,0,0,-17.2934
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,0.8750,0,8.6574,0,0,0,-8.6849
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,1.7500,0,6.2954,0,0,0,-2.1431
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,2.6250,0,3.9334,0,0,0,2.3320
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,3.5000,0,1.5714,0,0,0,4.7404
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,4.3750,0,-0.7905,0,0,0,5.0820
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,5.2500,0,-3.1525,0,0,0,3.3569
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,6.1250,0,-5.5145,0,0,0,-0.4349
Azotea,B2,102,1.1(CM+CVa-Sx),Combination,7.0000,0,-7.8765,0,0,0,-6.2934
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,0.0000,0,11.6801,0,0,0,-17.2934
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,0.8750,0,9.3181,0,0,0,-8.1067
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,1.7500,0,6.9561,0,0,0,-0.9867
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,2.6250,0,4.5942,0,0,0,4.0665
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,3.5000,0,2.2322,0,0,0,7.0531
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,4.3750,0,-0.1298,0,0,0,7.9729
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,5.2500,0,-2.4918,0,0,0,6.8259
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,6.1250,0,-4.8537,0,0,0,3.6123
Azotea,B3,103,1.1(CM+CVa-Sx),Combination,7.0000,0,-7.2157,0,0,0,-1.6681
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,0.0000,0,8.3157,0,0,0,-5.5181
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,0.8750,0,5.9537,0,0,0,0.7248
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,1.7500,0,3.5918,0,0,0,4.9009
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,2.6250,0,1.2298,0,0,0,7.0104
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,3.5000,0,-1.1322,0,0,0,7.0531
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,4.3750,0,-3.4942,0,0,0,5.0290
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,5.2500,0,-5.8561,0,0,0,0.9383
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,6.1250,0,-8.2181,0,0,0,-5.2192
Azotea,B1,101,1.1(CM+CVa+Sy),Combination,7.0000,0,-10.5801,0,0,0,-13.4434
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,0.0000,0,8.9765,0,0,0,-10.1434
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,0.8750,0,6.6145,0,0,0,-3.3224
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,1.7500,0,4.2525,0,0,0,1.4319
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,2.6250,0,1.8905,0,0,0,4.1195
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,3.5000,0,-0.4714,0,0,0,4.7404
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,4.3750,0,-2.8334,0,0,0,3.2945
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,5.2500,0,-5.1954,0,0,0,-0.2181
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,6.1250,0,-7.5574,0,0,0,-5.7974
Azotea,B2,102,1.1(CM+CVa+Sy),Combination,7.0000,0,-9.9193,0,0,0,-13.4434
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,0.0000,0,9.6372,0,0,0,-10.1434
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,0.8750,0,7.2753,0,0,0,-2.7442
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,1.7500,0,4.9133,0,0,0,2.5883
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,2.6250,0,2.5513,0,0,0,5.8540
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,3.5000,0,0.1893,0,0,0,7.0531
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,4.3750,0,-2.1726,0,0,0,6.1854
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,5.2500,0,-4.5346,0,0,0,3.2509
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,6.1250,0,-6.8966,0,0,0,-1.7502
Azotea,B3,103,1.1(CM+CVa+Sy),Combination,7.0000,0,-9.2586,0,0,0,-8.8181
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,0.0000,0,9.2586,0,0,0,-8.8181
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,0.8750,0,6.8966,0,0,0,-1.7502
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,1.7500,0,4.5346,0,0,0,3.2509
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,2.6250,0,2.1726,0,0,0,6.1854
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,3.5000,0,-0.1893,0,0,0,7.0531
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,4.3750,0,-2.5513,0,0,0,5.8540
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,5.2500,0,-4.9133,0,0,0,2.5883
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,6.1250,0,-7.2753,0,0,0,-2.7442
Azotea,B1,101,1.1(CM+CVa-Sy),Combination,7.0000,0,-9.6372,0,0,0,-10.1434
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,0.0000,0,9.9193,0,0,0,-13.4434
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,0.8750,0,7.5574,0,0,0,-5.7974
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,1.7500,0,5.1954,0,0,0,-0.2181
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,2.6250,0,2.8334,0,0,0,3.2945
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,3.5000,0,0.4714,0,0,0,4.7404
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,4.3750,0,-1.8905,0,0,0,4.1195
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,5.2500,0,-4.2525,0,0,0,1.4319
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,6.1250,0,-6.6145,0,0,0,-3.3224
Azotea,B2,102,1.1(CM+CVa-Sy),Combination,7.0000,0,-8.9765,0,0,0,-10.1434
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,0.0000,0,10.5801,0,0,0,-13.4434
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,0.8750,0,8.2181,0,0,0,-5.2192
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,1.7500,0,5.8561,0,0,0,0.9383
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,2.6250,0,3.4942,0,0,0,5.0290
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,3.5000,0,1.1322,0,0,0,7.0531
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,4.3750,0,-1.2298,0,0,0,7.0104
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,5.2500,0,-3.5918,0,0,0,4.9009
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,6.1250,0,-5.9537,0,0,0,0.7248
Azotea,B3,103,1.1(CM+CVa-Sy),Combination,7.0000,0,-8.3157,0,0,0,-5.5181
Azotea,B1,101,CM+CV,Combination,0.0000,0,8.5173,0,0,0,-6.9480
Azotea,B1,101,CM+CV,Combination,0.8750,0,6.2278,0,0,0,-0.4970
Azotea,B1,101,CM+CV,Combination,1.7500,0,3.9384,0,0,0,3.9508
Azotea,B1,101,CM+CV,Combination,2.6250,0,1.6490,0,0,0,6.3952
Azotea,B1,101,CM+CV,Combination,3.5000,0,-0.6405,0,0,0,6.8365
Azotea,B1,101,CM+CV,Combination,4.3750,0,-2.9299,0,0,0,5.2744
Azotea,B1,101,CM+CV,Combination,5.2500,0,-5.2193,0,0,0,1.7091
Azotea,B1,101,CM+CV,Combination,6.1250,0,-7.5088,0,0,0,-3.8594
Azotea,B1,101,CM+CV,Combination,7.0000,0,-9.7982,0,0,0,-11.4313
Azotea,B2,102,CM+CV,Combination,0.0000,0,9.1578,0,0,0,-11.4313
Azotea,B2,102,CM+CV,Combination,0.8750,0,6.8683,0,0,0,-4.4199
Azotea,B2,102,CM+CV,Combination,1.7500,0,4.5789,0,0,0,0.5883
Azotea,B2,102,CM+CV,Combination,2.6250,0,2.2894,0,0,0,3.5932
Azotea,B2,102,CM+CV,Combination,3.5000,0,-0.0000,0,0,0,4.5948
Azotea,B2,102,CM+CV,Combination,4.3750,0,-2.2894,0,0,0,3.5932
Azotea,B2,102,CM+CV,Combination,5.2500,0,-4.5789,0,0,0,0.5883
Azotea,B2,102,CM+CV,Combination,6.1250,0,-6.8683,0,0,0,-4.4199
Azotea,B2,102,CM+CV,Combination,7.0000,0,-9.1578,0,0,0,-11.4313
Azotea,B3,103,CM+CV,Combination,0.0000,0,9.7982,0,0,0,-11.4313
Azotea,B3,103,CM+CV,Combination,0.8750,0,7.5088,0,0,0,-3.8594
Azotea,B3,103,CM+CV,Combination,1.7500,0,5.2193,0,0,0,1.7091
Azotea,B3,103,CM+CV,Combination,2.6250,0,2.9299,0,0,0,5.2744
Azotea,B3,103,CM+CV,Combination,3.5000,0,0.6405,0,0,0,6.8365
Azotea,B3,103,CM+CV,Combination,4.3750,0,-1.6490,0,0,0,6.3952
Azotea,B3,103,CM+CV,Combination,5.2500,0,-3.9384,0,0,0,3.9508
Azotea,B3,103,CM+CV,Combination,6.1250,0,-6.2278,0,0,0,-0.4970
Azotea,B3,103,CM+CV,Combination,7.0000,0,-8.5173,0,0,0,-6.9480
Azotea,B1,101,CM+0.4CV,Combination,0.0000,0,7.8825,0,0,0,-6.4302
Azotea,B1,101,CM+0.4CV,Combination,0.8750,0,5.7637,0,0,0,-0.4599
Azotea,B1,101,CM+0.4CV,Combination,1.7500,0,3.6449,0,0,0,3.6563
Azotea,B1,101,CM+0.4CV,Combination,2.6250,0,1.5261,0,0,0,5.9186
Azotea,B1,101,CM+0.4CV,Combination,3.5000,0,-0.5927,0,0,0,6.3270
Azotea,B1,101,CM+0.4CV,Combination,4.3750,0,-2.7116,0,0,0,4.8813
Azotea,B1,101,CM+0.4CV,Combination,5.2500,0,-4.8304,0,0,0,1.5817
Azotea,B1,101,CM+0.4CV,Combination,6.1250,0,-6.9492,0,0,0,-3.5718
Azotea,B1,101,CM+0.4CV,Combination,7.0000,0,-9.0680,0,0,0,-10.5793
Azotea,B2,102,CM+0.4CV,Combination,0.0000,0,8.4752,0,0,0,-10.5793
Azotea,B2,102,CM+0.4CV,Combination,0.8750,0,6.3564,0,0,0,-4.0905
Azotea,B2,102,CM+0.4CV,Combination,1.7500,0,4.2376,0,0,0,0.5444
Azotea,B2,102,CM+0.4CV,Combination,2.6250,0,2.1188,0,0,0,3.3254
Azotea,B2,102,CM+0.4CV,Combination,3.5000,0,-0.0000,0,0,0,4.2524
Azotea,B2,102,CM+0.4CV,Combination,4.3750,0,-2.1188,0,0,0,3.3254
Azotea,B2,102,CM+0.4CV,Combination,5.2500,0,-4.2376,0,0,0,0.5444
Azotea,B2,102,CM+0.4CV,Combination,6.1250,0,-6.3564,0,0,0,-4.0905
Azotea,B2,102,CM+0.4CV,Combination,7.0000,0,-8.4752,0,0,0,-10.5793
Azotea,B3,103,CM+0.4CV,Combination,0.0000,0,9.0680,0,0,0,-10.5793
Azotea,B3,103,CM+0.4CV,Combination,0.8750,0,6.9492,0,0,0,-3.5718
Azotea,B3,103,CM+0.4CV,Combination,1.7500,0,4.8304,0,0,0,1.5817
Azotea,B3,103,CM+0.4CV,Combination,2.6250,0,2.7116,0,0,0,4.8813
Azotea,B3,103,CM+0.4CV,Combination,3.5000,0,0.5927,0,0,0,6.3270
Azotea,B3,103,CM+0.4CV,Combination,4.3750,0,-1.5261,0,0,0,5.9186
Azotea,B3,103,CM+0.4CV,Combination,5.2500,0,-3.6449,0,0,0,3.6563
Azotea,B3,103,CM+0.4CV,Combination,6.1250,0,-5.7637,0,0,0,-0.4599
Azotea,B3,103,CM+0.4CV,Combination,7.0000,0,-7.8825,0,0,0,-6.4302
Azotea,B4,104,1.3CM+1.5CV,Combination,0.0000,0,20.4353,0,0,0,-16.6701
Azotea,B4,104,1.3CM+1.5CV,Combination,0.8750,0,14.9423,0,0,0,-1.1924
Azotea,B4,104,1.3CM+1.5CV,Combination,1.7500,0,9.4493,0,0,0,9.4790
Azotea,B4,104,1.3CM+1.5CV,Combination,2.6250,0,3.9563,0,0,0,15.3439
Azotea,B4,104,1.3CM+1.5CV,Combination,3.5000,0,-1.5367,0,0,0,16.4025
Azotea,B4,104,1.3CM+1.5CV,Combination,4.3750,0,-7.0297,0,0,0,12.6548
Azotea,B4,104,1.3CM+1.5CV,Combination,5.2500,0,-12.5226,0,0,0,4.1006
Azotea,B4,104,1.3CM+1.5CV,Combination,6.1250,0,-18.0156,0,0,0,-9.2599
Azotea,B4,104,1.3CM+1.5CV,Combination,7.0000,0,-23.5086,0,0,0,-27.4267
Azotea,B5,105,1.3CM+1.5CV,Combination,0.0000,0,21.9720,0,0,0,-27.4267
Azotea,B5,105,1.3CM+1.5CV,Combination,0.8750,0,16.4790,0,0,0,-10.6044
Azotea,B5,105,1.3CM+1.5CV,Combination,1.7500,0,10.9860,0,0,0,1.4115
Azotea,B5,105,1.3CM+1.5CV,Combination,2.6250,0,5.4930,0,0,0,8.6210
Azotea,B5,105,1.3CM+1.5CV,Combination,3.5000,0,-0.0000,0,0,0,11.0242
Azotea,B5,105,1.3CM+1.5CV,Combination,4.3750,0,-5.4930,0,0,0,8.6210
Azotea,B5,105,1.3CM+1.5CV,Combination,5.2500,0,-10.9860,0,0,0,1.4115
Azotea,B5,105,1.3CM+1.5CV,Combination,6.1250,0,-16.4790,0,0,0,-10.6044
Azotea,B5,105,1.3CM+1.5CV,Combination,7.0000,0,-21.9720,0,0,0,-27.4267
Azotea,B6,106,1.3CM+1.5CV,Combination,0.0000,0,23.5086,0,0,0,-27.4267
Azotea,B6,106,1.3CM+1.5CV,Combination,0.8750,0,18.0156,0,0,0,-9.2599
Azotea,B6,106,1.3CM+1.5CV,Combination,1.7500,0,12.5226,0,0,0,4.1006
Azotea,B6,106,1.3CM+1.5CV,Combination,2.6250,0,7.0297,0,0,0,12.6548
Azotea,B6,106,1.3CM+1.5CV,Combination,3.5000,0,1.5367,0,0,0,16.4025
Azotea,B6,106,1.3CM+1.5CV,Combination,4.3750,0,-3.9563,0,0,0,15.3439
Azotea,B6,106,1.3CM+1.5CV,Combination,5.2500,0,-9.4493,0,0,0,9.4790
Azotea,B6,106,1.3CM+1.5CV,Combination,6.1250,0,-14.9423,0,0,0,-1.1924
Azotea,B6,106,1.3CM+1.5CV,Combination,7.0000,0,-20.4353,0,0,0,-16.6701
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,0.0000,0,14.1982,0,0,0,-7.3640
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,0.8750,0,9.9593,0,0,0,3.2049
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,1.7500,0,5.7205,0,0,0,10.0648
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,2.6250,0,1.4816,0,0,0,13.2157
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,3.5000,0,-2.7572,0,0,0,12.6576
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,4.3750,0,-6.9961,0,0,0,8.3905
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,5.2500,0,-11.2349,0,0,0,0.4144
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,6.1250,0,-15.4738,0,0,0,-11.2707
Azotea,B4,104,1.1(CM+CVa+Sx),Combination,7.0000,0,-19.7126,0,0,0,-26.6648
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,0.0000,0,15.3840,0,0,0,-15.6648
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,0.8750,0,11.1451,0,0,0,-4.0583
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,1.7500,0,6.9063,0,0,0,3.8392
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,2.6250,0,2.6674,0,0,0,8.0277
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,3.5000,0,-1.5714,0,0,0,8.5072
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,4.3750,0,-5.8103,0,0,0,5.2777
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,5.2500,0,-10.0491,0,0,0,-1.6608
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,6.1250,0,-14.2880,0,0,0,-12.3083
Azotea,B5,105,1.1(CM+CVa+Sx),Combination,7.0000,0,-18.5268,0,0,0,-26.6648
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,0.0000,0,16.5698,0,0,0,-15.6648
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,0.8750,0,12.3309,0,0,0,-3.0207
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,1.7500,0,8.0921,0,0,0,5.9144
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,2.6250,0,3.8532,0,0,0,11.1405
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,3.5000,0,-0.3856,0,0,0,12.6576
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,4.3750,0,-4.6245,0,0,0,10.4657
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,5.2500,0,-8.8633,0,0,0,4.5648
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,6.1250,0,-13.1022,0,0,0,-5.0451
Azotea,B6,106,1.1(CM+CVa+Sx),Combination,7.0000,0,-17.3410,0,0,0,-18.3640
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,0.0000,0,17.3410,0,0,0,-18.3640
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,0.8750,0,13.1022,0,0,0,-5.0451
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,1.7500,0,8.8633,0,0,0,4.5648
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,2.6250,0,4.6245,0,0,0,10.4657
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,3.5000,0,0.3856,0,0,0,12.6576
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,4.3750,0,-3.8532,0,0,0,11.1405
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,5.2500,0,-8.0921,0,0,0,5.9144
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,6.1250,0,-12.3309,0,0,0,-3.0207
Azotea,B4,104,1.1(CM+CVa-Sx),Combination,7.0000,0,-16.5698,0,0,0,-15.6648
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,0.0000,0,18.5268,0,0,0,-26.6648
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,0.8750,0,14.2880,0,0,0,-12.3083
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,1.7500,0,10.0491,0,0,0,-1.6608
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,2.6250,0,5.8103,0,0,0,5.2777
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,3.5000,0,1.5714,0,0,0,8.5072
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,4.3750,0,-2.6674,0,0,0,8.0277
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,5.2500,0,-6.9063,0,0,0,3.8392
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,6.1250,0,-11.1451,0,0,0,-4.0583
Azotea,B5,105,1.1(CM+CVa-Sx),Combination,7.0000,0,-15.3840,0,0,0,-15.6648
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,0.0000,0,19.7126,0,0,0,-26.6648
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,0.8750,0,15.4738,0,0,0,-11.2707
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,1.7500,0,11.2349,0,0,0,0.4144
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,2.6250,0,6.9961,0,0,0,8.3905
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,3.5000,0,2.7572,0,0,0,12.6576
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,4.3750,0,-1.4816,0,0,0,13.2157
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,5.2500,0,-5.7205,0,0,0,10.0648
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,6.1250,0,-9.9593,0,0,0,3.2049
Azotea,B6,106,1.1(CM+CVa-Sx),Combination,7.0000,0,-14.1982,0,0,0,-7.3640
Azotea,B4,104,1.1(CM+CVa+Sy),Combination,0.0000,0,15.2982,0,0,0,-11.2140
Azotea,B4,104,1.1(CM+CVa+Sy),Combination,0.8750,0,11.0593,0,0,0,0.3174
